attr.name,attr.storageclass,attr.max,attr.maxvalue,attr.min,attr.minvalue,attr.schema,attr.bkqdefault,attr.accessclass,attr.default,attr.qadefault,attr.maxinstances,attr.actionclass,attr.o6default,attr.type,attr.validator,attr.mmwdefault,attr.descrip,attr.obj_id,attr.version_id,attr.ext_info,attr.ext_mark,trpath.name,trpath.access,trpath.datatype,trpath.minval,trpath.maxval,trpath.maxinstances,trpath.notify,trpath.forcedinform,trpath.defaultvalue,trpath.mibgroup,trpath.mibdn,trpath.mibattrid,trpath.defaultsupport,trpath.ctsupport,trpath.version_id,trpath.ext_info,obj.name,obj.parent,obj.mininstances,obj.maxinstances,obj.version_id
STUN_LOCAL_PORT,NON_VOLATILE,65535,,0,,,,READ_WRITE,3478,,,,,U32,,,,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是基站在NAT穿透场景下用于配置本地发送STUN（Session Traversal Utilities for NAT）协议请求的源UDP端口号，决定基站与STUN服务器通信时使用的本地端口。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
STUN_USERNAME,NON_VOLATILE,,,,,,,READ_WRITE,,,,,,STRING,,,Stun User Name,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是基站在NAT穿透场景下用于STUN（Session Traversal Utilities for NAT）协议认证的用户名，主要作用是支持STUN服务器的身份验证机制。', 'support_lmt': 0, 'version_no': '5.1'}",Device.ManagementServer.STUNUsername,READ_WRITE,STRING,0,256,,NO_NOTIFICATION,false,,GROUP_ID_INVALID,FAP.0,PARAM_ID_STUN_USERNAME,,,8,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
STUN_PASSWORD,NON_VOLATILE,,,,,,,READ_WRITE,,,,,,STRING,,,Stun Password,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是基站在NAT穿透场景下用于STUN（Session Traversal Utilities for NAT）协议认证的密码，主要作用是支持STUN服务器的身份验证机制。', 'support_lmt': 0, 'version_no': '5.1'}",Device.ManagementServer.STUNPassword,READ_WRITE,STRING,0,256,,NO_NOTIFICATION,false,FAP,GROUP_ID_INVALID,FAP.0,PARAM_ID_STUN_PASSWORD,,,8,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
STUN_MIN_KEEPALIVE_PERIOD,NON_VOLATILE,,,,,,,READ_WRITE,30,,,,,U32,,,Stun KeepAlive Period,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是基站在NAT穿透场景下用于控制STUN（Session Traversal Utilities for NAT）协议保活报文（KeepAlive）的最小发送间隔时间，主要作用是维持NAT设备中的端口映射关系不被超时删除。', 'support_lmt': 0, 'version_no': '5.1'}",Device.ManagementServer.STUNMinimumKeepAlivePeriod,READ_WRITE,U_INT,,,,NO_NOTIFICATION,false,FAP,GROUP_ID_INVALID,FAP.0,PARAM_ID_STUN_MIN_KEEPALIVE_PERIOD,,,8,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
STUN_MAX_KEEPALIVE_PERIOD,NON_VOLATILE,,,,,,,READ_WRITE,120,,,,,S32,,,Stun KeepAlive Period,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是基站在NAT穿透场景下用于控制STUN（Session Traversal Utilities for NAT）协议保活报文（KeepAlive）的最大发送间隔时间，主要作用是维持NAT设备中的端口映射关系不被超时删除。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
LDAP_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,Ldap Enable,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，在249宏定义中进行订阅，在452宏定义中无使用', 'remark': '该参数是基站中用于控制LDAP（Lightweight Directory Access Protocol）功能启用的开关，决定基站是否通过LDAP协议与远程目录服务器进行认证和配置同步。', 'support_lmt': 0, 'version_no': '5.1'}",Device.Ldap.Enable,READ_WRITE,BOOLEAN,,,,NO_NOTIFICATION,false,0,GROUP_ID_INVALID,FAP.0,PARAM_ID_LDAP_ENABLE,,,6,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
LDAP_URL,NON_VOLATILE,256,,0,,,,READ_WRITE,,,,,,STRING,,,Ldap url,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，在249宏定义中进行订阅，在452宏定义中无使用', 'remark': '该参数是基站中用于配置LDAP（轻量级目录访问协议）服务器访问的URL地址，采用标准URL格式，指定基站连接目录服务时的协议类型（LDAP/LDAPS）、服务器IP或域名及端口号。', 'support_lmt': 0, 'version_no': '5.1'}",Device.Ldap.URL,READ_WRITE,STRING,0,256,,NO_NOTIFICATION,false,,GROUP_ID_INVALID,FAP.0,PARAM_ID_LDAP_URL,,,6,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
LDAP_LAST_URL,VOLATILE,256,,0,,,,READ_WRITE,,,,,,STRING,,,Ldap last url,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，在249宏定义中进行订阅，在452宏定义中无使用', 'remark': '设备最近一次成功连接的LDAP服务器的URL地址。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
LDAP_PORT,NON_VOLATILE,65535,,0,,,,READ_WRITE,389,,,,,U32,,,Ldap Server Port Number,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，在249宏定义中进行订阅，在452宏定义中无使用', 'remark': '该参数用于指定LDAP（轻量级目录访问协议）服务器通信端口，决定基站与目录服务器建立连接时使用的TCP端口号。', 'support_lmt': 0, 'version_no': '5.1'}",Device.Ldap.Port,READ_WRITE,U_INT,,65535,,NO_NOTIFICATION,false,389,GROUP_ID_INVALID,FAP.0,PARAM_ID_LDAP_PORT,,,6,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
LDAP_BASEDN,NON_VOLATILE,256,,0,,,,READ_WRITE,,,,,,STRING,,,Ldap BaseDn,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，在249宏定义中进行订阅，在452宏定义中无使用', 'remark': '该参数用于配置LDAP（轻量级目录访问协议）目录树搜索起点，采用X.500目录信息树（DIT）的专有名称（Distinguished Name，DN）格式，例如""dc=example,dc=com""或""ou=enb,dc=operator,dc=net""。', 'support_lmt': 0, 'version_no': '5.1'}",Device.Ldap.BaseDn,READ_WRITE,STRING,0,256,,NO_NOTIFICATION,false,,GROUP_ID_INVALID,FAP.0,PARAM_ID_LDAP_BASEDN,,,6,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
LTE_ENB_DBG_PROBSWITCH,NON_VOLATILE,7,,0,,,,READ_WRITE,0,,,,,U32,,,This parameter is used to set FTRACE function,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，分别在249和452对应的宏定义里面get获取参数值', 'remark': '该参数用于设置FTRACE功能，是系统对基站调试跟踪功能的开关控制。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
LTE_ENB_DBG_PROBMASK,NON_VOLATILE,4294967295,,0,,,,READ_WRITE,0,,,,,U32,,,This parameter is used to set FTRACE mask to choose which function is going to collect FTRACE log,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '有区别，分别在249和452对应的宏定义里面get获取参数值', 'remark': '该参数用于设置FTRACE标记位，是系统选择需要收集FTRACE日志的功能模块的具体标识。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
NAT_DETECTED,NON_VOLATILE,,,,,,,READ_WRITE,0,,,,,U32,,,Indicates The Detection Of NAT,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是用于标识网络地址转换（NAT）是否被检测到的状态参数。', 'support_lmt': 0, 'version_no': '5.1'}",Device.ManagementServer.NATDetected,READ_ONLY,BOOLEAN,,,,NO_NOTIFICATION,false,FAP,GROUP_ID_INVALID,FAP.0,PARAM_ID_NAT_DETECTED,,,8,"{'changeApplies': 'Immediate', 'isList': 'false'}",FAP,,,,19
IKE_SEND_INTERMEDIATE_CERTS,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,Configure IKE for sending of intermediate certificates. This behaviour is only honoured by Interpeak solutions. Other solutions ignore this attribute as they send certificates based upon the CA values received in IKEv2 CERTREQ.,,,{},"{'effect_type': '重启生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '452、249无用参数，该参数控制IKE协议在证书交换过程中是否发送中间证书链。启用后，设备会将完整的证书路径（包括根CA证书和中间CA证书）发送给对端，确保对端能够验证证书的完整性和合法。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IKE_SA_LIFETIME,NON_VOLATILE,86400,,0,,,,READ_WRITE,10800,,,,,U32,,,The number of seconds for which the encryption keys of the connection should last before being re-negotiated.,,,{},"{'effect_type': '重启生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '452、249无用参数，定义IKE安全关联（SA）的生存周期，软生存周期，SA失效前启动新SA协商的时间。该参数通过定期更新SA增强安全性，避免长期使用同一密钥带来的风险。实际生效的周期取两端配置中的较小值。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IKE_DPD_TRIES,NON_VOLATILE,128,,0,,,,READ_WRITE,5,,,,,U32,,,The number of Dead Peer Detection period time intervals to try.,,,{},"{'effect_type': '重启生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '452、249无用参数，用于配置死亡对等体检测的尝试次数。DPD机制通过定期发送探测包检测对端设备是否存活，若连续多次（由该参数定义）未收到响应，则判定对端失效并触发SA重新协商，确保通信链路的可靠性。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_NAT_T_PORT,NON_VOLATILE,65535,,0,,,,READ_WRITE,4500,,,,,U32,,,"UDP port on which to perform NAT-T, 0 to disable. This behaviour is only honoured by Interpeak solutions. Other solutions ignore this attribute.",,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN实现中用于指定NAT穿越（NAT-Traversal）功能所使用的UDP端口号，当值为0时表示禁用NAT-T功能。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_ENCRYPTION_3DES_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,Permit the use of 3DES for IPsec encryption.,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN配置中用于控制三重DES（3DES）加密算法是否可用的开关参数，采用布尔值（TRUE/FALSE）进行设置。当设置为TRUE时，允许IPSec隧道使用3DES-CBC算法（RFC 2451定义，密钥长度168位，块大小64位）进行数据加密；设置为FALSE时则禁用该算法。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_ENCRYPTION_AES_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,Permit the use of AES for IPsec encryption.,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN配置中用于控制高级加密标准（AES）算法是否可用的开关参数，采用布尔值（TRUE/FALSE）设置。当设置为TRUE时，允许IPSec隧道使用AES算法（遵循RFC 3602和NIST FIPS 197标准）进行数据加密，支持128/192/256位密钥长度；设置为FALSE时将完全禁用AES加密。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_ENCRYPTION_AES128_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,1,,,,,U32,,,Permit the use of AES-128 for IPsec encryption; if no encryption algorithms are enabled for IPsec then the use of this algorithm will be forced.,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN配置中专门控制AES-128算法加密策略的开关，采用布尔值（TRUE/FALSE）配置。当设置为TRUE时，允许IPSec隧道采用AES-128-CBC加密算法（RFC 3602标准，密钥长度128位，块大小128位）；若所有加密算法均未启用（包括AES-256/3DES等），系统将强制启用AES-128作为最后保障的加密方案。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_ENCRYPTION_NULL_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,1,,,,,U32,,,Permit the use of null encryption for IPsec encryption,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN配置中用于控制是否允许无加密通信的开关参数，当设置为TRUE时，IPsec隧道仅进行认证和完整性保护而不加密数据载荷。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IPSEC_SA_LIFETIME,NON_VOLATILE,86400,,0,,,,READ_WRITE,3600,,,,,U32,,,The number of seconds for which a particular instance of a connection should last. This value includes control of the lifetime of the encryption keys for the connection.,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '和ipsec确认，参数已废弃', 'remark': '该参数是IPSec VPN配置中定义安全关联（SA）存活时间的核心参数，单位为秒，控制单个IPSec会话实例及其加密密钥的有效持续时间。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
IUH_ENABLE,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,"Core network transport: 0-Iu, 1-Iuh",,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '无区别，只存在.nv、.xml等文件，及Tr069App的mibParamsSubsciptions中，default为0', 'remark': '该参数是核心网传输方式的控制开关，决定基站与核心网之间采用 Iu 接口还是 IuH 接口进行数据传输。Iu 接口适用于传统蜂窝网络架构的宏站，IuH 接口多用于家庭基站等小范围覆盖场景，适配低成本部署需求。参数取值直接影响基站与核心网的兼容性，若配置错误会导致基站无法正常注册核心网，进而影响用户接入，运维时需根据基站部署场景精准设置。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
IU_SCTP_LOCAL_PORT,NON_VOLATILE,65535,,1024,,,,READ_WRITE,2905,,,,,U32,,,Iu SCTP Local Port,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '/无区别，default为2905', 'remark': '该参数定义 Iu 接口下 SCTP（流控制传输协议）的本地端口号，是基站与核心网间 SCTP 连接的本地标识。SCTP 协议负责可靠传输信令与数据，本地端口号需与核心网侧对应端口匹配，若配置错误会导致 SCTP 连接建立失败，信令传输中断，引发用户通话、数据业务异常。日常运维需记录该端口并与核心网侧核对，避免端口冲突或不匹配。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
IU_SCTP_REMOTE_PORT,NON_VOLATILE,65535,,1024,,,,READ_WRITE,2905,,,,,U32,,,Iu SCTP Remote Port,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '/无区别，default为2905', 'remark': '该参数指定 Iu 接口下 SCTP 连接对应的核心网侧远程端口号，与 IU_SCTP_LOCAL_PORT 共同构成信令传输 “端口对”。核心网侧调整该端口时，基站侧需同步更新，否则会出现连接失败、信令丢失问题。网络规划阶段需统一分配端口号，避免不同基站或接口间端口冲突，保障信令传输稳定。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
IU_CORE_NET_CS_POINT_CODE,NON_VOLATILE,16383,,1,,,,READ_WRITE,1,,,,,U32,,,Iu Core Network CS Point Code,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '/无区别，只存在.nv、.xml等文件，及Tr069App的mibParamsSubsciptions中，default为1', 'remark': '该参数是 Iu 接口下核心网电路域（CS）的信令点编码，用于标识 CS 域信令节点，CS 域负责语音通话、短信等业务。编码配置错误会导致语音信令无法送达核心网，出现拨号无响应、掉话等问题。运维需严格按核心网规划编码配置，且与 CS 域节点编码保持一致，防止信令路由混乱。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
IU_CORE_NET_PS_POINT_CODE,NON_VOLATILE,16383,,1,,,,READ_WRITE,1,,,,,U32,,,Iu Core Network PS Point Code,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '/无区别，只存在.nv、.xml等文件，及Tr069App的mibParamsSubsciptions中，default为1', 'remark': '该参数是 Iu 接口下核心网分组域（PS）的信令点编码，标识 PS 域信令节点，PS 域负责数据业务。编码错误会导致用户数据业务无法激活，出现 “无网络”“网速为 0” 等情况。由于 CS 域与 PS 域编码通常不同，运维需区分配置，避免混淆导致两类业务同时故障。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
IU_STATIC_CN_IP_ADDRESS,NON_VOLATILE,1,,0,,,,READ_WRITE,0,,,,,U32,,,Iu Static Core Network IP Address,,,{},"{'effect_type': '重启生效', 'lmt_path': '', 'param_doc': '/无区别，default为0', 'remark': '该参数是 Iu 接口下核心网的静态 IP 地址，用于固定基站与核心网通信的核心网侧 IP 标识，适用于无 DHCP 服务器的稳定拓扑场景。IP 地址配置错误（如冲突、不在核心网网段）会导致基站与核心网无法通信，所有依赖 Iu 接口的业务中断。运维需确认 IP 合法性与唯一性，同时在核心网侧做好路由配置。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
STATIC_IP_CONFIG_NET_MASK,NON_VOLATILE,,,,,,,READ_WRITE,,,,,,STRING,IpAddress,,Static IP configuration Net Mask,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是网络设备静态IP配置中的子网掩码，用于定义设备所属网络的地址范围和主机容量。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
STATIC_IP_CONFIG_GATEWAY,NON_VOLATILE,,,,,,,READ_WRITE,,,,,,STRING,IpAddress,,Static IP configuration Gateway,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是网络设备静态IP配置中的默认网关地址，用于指定数据包离开本地子网时的第一跳路由设备。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
STATIC_IP_CONFIG_IP_ADDRESS,NON_VOLATILE,,,,,,,READ_WRITE,,,,,,STRING,IpAddress,,Static IP configuration IP Address,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数是为网络设备设置的静态IP地址。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,COMMISSIONING,FAP,1,1,19
SERVING_SECGW,NON_VOLATILE,3,,1,,,,READ_WRITE,1,,,,,U32,,,Serving SecGw,,,{},"{'effect_type': '立即生效', 'lmt_path': '', 'param_doc': '249和452无区别', 'remark': '该参数用于设置基站所连接的服务安全网关（SecGw）地址的标志，可以设置三个地址，该参数则对应地址1-3。', 'support_lmt': 0, 'version_no': '5.1'}",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,FAP,,,,19
